Body_Movement,CA,Cheeks,Eye_Aperture,Eyebrows,Eyegaze,Head_Movement
null,CD:FRIEND,null,null,Raised,+sl,PUSH+forward
null,CD:FRIEND,null,null,Raised,+sl,TURN+sl
null,CD:MAN,null,null,Raised,+sl,Headnod
null,null,null,WD,Raised,+sl,TURN+sl > Headnod
null,CA:MAN,null,null,Raised,+sl,TILT+backward
null,null,null,null,Raised,+sl,TILT+backward > TURN+sl
null,null,null,null,Raised,+sl,TURN+sl
null,null,null,null,Raised,+sl,TURN+sl
LEAN+backward,CA:MAN,null,null,Raised,+sl,null
null,CA:MAN,null,WD,Raised,+sl,PUSH+forward
null,CA:MAN,null,WD,Raised,+sl,PUSH+forward
null,CA:MAN,null,null,Raised,+sl,TURN+sl
null,CA:MAN,null,null,Raised,+sl,TURN+sl
LEAN+sl,null,null,null,Raised,+sl,null
null,CA:MOTHER ,null,null,Raised,+sl,null
null,CA:MOTHER,null,WD+,Raised,+sl,null
null,CA:MOTHER,null,WD+,Raised,+sl,TURN+sl
null,CA:MOTHER,null,WD+,Raised,+sl,TURN+sl
LEAN+sl,CA:MOTHER,null,WD+,Raised,+sl,TURN+sl
LEAN+sl,CA:MOTHER,null,WD,Raised,+sl,TURN+sl
LEAN+sl,CA:MOTHER,null,WD,Raised,+sl,TURN+sl
null,CA:MOTHER,null,WD,Raised,+sl,TURN+sl
null,CA:MOTHER,null,WD,Raised,+sl,TURN+sl
null,null,null,//,Raised,+sl,TILT+forward
LEAN+sr,null,2 x Puffed,SQ > //,Raised,+sl,TURN+sl & Headnod
null,null,null,//,Raised,+sl,Headnod
LEAN+sr,null,null,SQ,Raised,+sl,TILT+sl
LEAN+sr,null,null,SQ,Raised,+sl,TILT+sl > TILT+sr
LEAN+forward,null,null,//,Raised,+sl,TILT+sl
null,null,null,//,Raised,+sl,TILT+forward
LEAN+forward,null,2 x Puffed,// > //,Raised,+sl,TURN+sl
LEAN+sl,null,null,null,Raised,+sl,null
LEAN+sl,null,null,null,Raised,+sl,TURN+sl
TWIST+sl,CA:BROTHER,null,SQ,Raised,+sl,TILT+forward
TWIST+sl,null,null,null,Raised,+sl,TILT+forward
TWIST+sl,null,null,null,Raised,+sl,TILT+forward
LEAN+sr,CA:MAN,null,//,Raised,+sl,TURN+sl
LEAN+sr,CA:MAN,null,SQ,Raised,+sl,TURN+sl
LEAN+sr,CA:MAN,null,SQ > //,Raised,+sl,TURN+sl
SHOULDERS+hunched,null,null,null,Raised,+sl,Headshake
SHOULDERS+hunched,null,null,//,Raised,+sl,Headshake
TWIST+sl,CA:FROG ,null,WD,Raised,+sl,TURN+sl
TWIST+sl,CA:RAT,null,null,Raised,+sl,TURN+sl
LEAN+backward,null,null,WD+,Raised,+sl,TILT+backward
null,null,null,WD+,Raised,+sl,TILT+backward
null,null,null,WD,Raised,+nd > +dh > +camera,TILT+forward
LEAN+sr,null,null,WD,Raised,+nd > +dh,TILT+forward
SHOULDERS+hunched,null,null,//,Raised,+nd,TILT+backward
null,null,null,null,Raised,+nd,TILT+forward
null,null,null,//,Raised,+nd,TILT+forward
SHOULDERS+hunched,null,null,null,Raised,+interlocutor2 > +hands,null
LEAN+backward,null,null,SQ > // > // > //,Raised,+interlocutor2 > +camera > +sl & +up,Headnod
null,null,null,SQ+ > //,Raised,+interlocutor2,TILT+forward
LEAN+forward,null,null,SQ,Raised,+interlocutor1 > +up > +sr & +dn,TURN+sr > TILT+forward
LEAN+forward,null,null,WD,Raised,+interlocutor1 > +sr & +up,TURN+sr > PUSH+forward
LEAN+forward,null,null,null,Raised,+interlocutor1 > +sr & +dn,PUSH+forward > TILT+forward
LEAN+forward,null,null,SQ > CLOSED,Raised,+interlocutor1 > +sr & +dn,TURN+sr
TWIST+sl,null,null,SQ,Raised,+interlocutor1 > +sl > +interlocutor1,TURN+sr > TILT+forward
null,null,null,//,Raised,+interlocutor1 > +sl,Headnod
TWIST+sl > SHOULDERS+hunched,null,2 x Puffed,null,Raised,+interlocutor1 > +nd > +interlocutor1,TILT+forward
LEAN+sr > LEAN+sl,null,null,SQ > //,Raised,+interlocutor1 > +hands,TILT+backward
LEAN+forward,CA:DOG,null,WD,Raised,+interlocutor1 > +dn > +interlocutor1 > +dn,PUSH+forward
LEAN+forward,null,null,WD > //,Raised,+interlocutor1 > +dh,TURN+sr > TILT+forward
LEAN+backward,CA:DEER,null,SQ+,Raised,+interlocutor1 > +camera > +up,Headshake
null,null,null,//,Raised,+interlocutor1,null
null,null,null,WD,Raised,+interlocutor1,TILT+sr
null,null,null,WD > //,Raised,+interlocutor1,Headnod
null,null,null,SQ+,Raised,+interlocutor1,TURN+sr
LEAN+forward,null,null,null,Raised,+interlocutor1,TURN+sr
LEAN+forward,null,null,CLOSED,Raised,+interlocutor1,TURN+sr
SHOULDERS+hunched,null,null,// > SQ,Raised,+interlocutor1,null
SHOULDERS+hunched,null,null,SQ,Raised,+interlocutor1,TURN+sr
SHOULDERS+hunched,null,null,SQ,Raised,+interlocutor1,TURN+sr
SHOULDERS+hunched,null,null,SQ > //,Raised,+interlocutor1,TURN+sr
LEAN+sl,null,null,SQ > //,Raised,+interlocutor1,TILT+forward
SHOULDERS+hunched,null,null,SQ,Raised,+interlocutor1,TILT+forward
SHOULDERS+hunched,null,null,//,Raised,+interlocutor1,TILT+backward
SHOULDERS+hunched,null,2 x Puffed,null,Raised,+interlocutor1,TILT+forward
LEAN+forward,null,null,//,Raised,+interlocutor1,TILT+forward
SHOULDERS+hunched,null,null,SQ > //,Raised,+interlocutor1,TURN+sr
null,null,null,//,Raised,+interlocutor1,null
LEAN+sr,null,2 x Puffed,//,Raised,+interlocutor1,TURN+sr
null,null,null,//,Raised,+interlocutor1,Headnod
null,null,null,WD,Raised,+interlocutor1,TILT+forward
TWIST+sr,null,null,SQ,Raised,+interlocutor1,TILT+forward
TWIST+sr & LEAN+sr,null,1 x Puffed,SQ,Raised,+interlocutor1,TILT+forward > TILT+sl
LEAN+sr,null,1 x Puffed,SQ > //,Raised,+interlocutor1,TILT+sl
null,null,null,null,Raised,+interlocutor1,TILT+sl
null,null,null,SQ,Raised,+interlocutor1,null
null,CA:POLICE,null,//,Raised,+interlocutor1,Headnod
LEAN+sr,null,null,SQ,Raised,+interlocutor1,TILT+sr > TILT+backward
null,null,null,SQ,Raised,+interlocutor1,TURN+sr & Headnod
LEAN+sl,null,2 x Puffed,SQ,Raised,+interlocutor1,TURN+sr
LEAN+sl,null,null,SQ,Raised,+interlocutor1,TURN+sr
null,null,null,CLOSED > //,Raised,+interlocutor1,TILT+sr
null,null,null,null,Raised,+interlocutor1,TILT+backward
null,null,null,//,Raised,+interlocutor1,TILT+sl
LEAN+forward,CA:BOY,null,SQ,Raised,+interlocutor1,PUSH+forward
LEAN+sl,null,null,SQ > //,Raised,+interlocutor1,TURN+sr > Headnod
TWIST+sr,null,null,SQ,Raised,+interlocutor1,TURN+sr
TWIST+sr,null,null,WD,Raised,+interlocutor1,TURN+sr
TWIST+sr,null,null,WD,Raised,+interlocutor1,TURN+sr
null,null,null,//,Raised,+interlocutor1,TURN+sr
null,null,null,null,Raised,+interlocutor1,TURN+sr > TILT+sl
null,null,null,CLOSED,Raised,+interlocutor1,TILT+sl
null,null,null,//,Raised,+interlocutor1,TURN+sr
TWIST+sr > LEAN+sr,null,null,SQ,Raised,+interlocutor1,TURN+sr > TILT+forward
LEAN+sr > LEAN+forward,null,null,SQ > //,Raised,+interlocutor1,Headshake & TILT+forward
LEAN+forward,null,null,null,Raised,+interlocutor1,PUSH+forward
LEAN+forward,null,null,SQ,Raised,+interlocutor1,TURN+sr
SHOULDERS+hunched,null,null,null,Raised,+hands > +interlocutor2,null
TWIST+sr,null,null,SQ,Raised,+hands > +interlocutor1,TURN+sr
LEAN+forward,null,null,WD,Raised,+hands > +camera,TURN+sr & TILT+forward
LEAN+sl,null,null,null,Raised,+hands > +camera,PUSH+forward
LEAN+sr,null,null,WD > //,Raised,+hands > +camera,TILT+sl
SHOULDERS+hunched,null,null,// > SQ,Raised,+hands,TURN+sr > PUSH+forward
null,null,null,SQ+ > //,Raised,+hands,TURN+sr
LEAN+forward,CA:HELEN,null,SQ+,Raised,+dn > +up,TILT+forward > TILT+sr > TILT+sl
null,null,null,//,Raised,+dn > +sr & +up,TURN+sr
LEAN+forward,CA:BOY,null,// > SQ,Raised,+dn > +sr & +dn,Headnod > TURN+sr
null,null,null,null,Raised,+dn > +sr,TILT+forward > TURN+sr
LEAN+sl,CA:DOG        ,null,WD,Raised,+dn > +sr,null
LEAN+sl,null,null,WD,Raised,+dn > +sr,TILT+sl
LEAN+forward > LEAN+sl,CA:BOY,null,WD,Raised,+dn > +sl & +dn,TILT+forward > PUSH+forward > TURN+sl
null,null,null,null,Raised,+dn > +sl & +dn,TILT+forward > TURN+sl
null,CD:WOMAN ,null,//,Raised,+dn > +sl,Headshake > TURN+sl > Headshake
LEAN+sr,null,null,null,Raised,+dn > +sl,TURN+sl
LEAN+sr,CA:MAN,null,// > SQ,Raised,+dn > +sl,TILT+forward > PUSH+forward
SHOULDERS+hunched,null,null,//,Raised,+dn > +sl,null
TWIST+sl,CA:FROG ,null,WD,Raised,+dn > +sl,TILT+sr > TURN+sl
LEAN+backward,null,null,// > SQ,Raised,+dn > +interlocutor2,Headnod
SHOULDERS+hunched & LEAN+sl,null,null,SQ,Raised,+dn > +interlocutor1,TILT+forward > TURN+sr
LEAN+forward,CA:DOG,null,WD > //,Raised,+dn > +interlocutor1,PUSH+forward
LEAN+sr,CA:DEER,null,SQ,Raised,+dn > +interlocutor1,TILT+forward & Headshake
LEAN+backward,CA:BOY  ,null,SQ,Raised,+dn > +camera > +sr,TILT+backward
TWIST+sl,null,null,CLOSED > SQ > CLOSED,Raised,+dn > +camera > +dn,Headshake
LEAN+forward,null,null,WD,Raised,+dn > +camera,null
null,null,null,null,Raised,+dn > +camera,TILT+forward
LEAN+forward,null,null,//,Raised,+dn > +camera,TILT+forward > PUSH+forward
TWIST+sl,CA:FROG   ,null,WD,Raised,+dn,TURN+sl
LEAN+forward,null,null,null,Raised,+dn,TILT+forward > TILT+backward
null,null,null,CLOSED,Raised,+dn,TILT+forward
null,null,null,null,Raised,+dn,TURN+sr
null,null,null,null,Raised,+dn,TILT+forward
LEAN+sr,null,null,null,Raised,+dn,TILT+forward
LEAN+sr,null,null,null,Raised,+dn,TILT+forward
null,null,null,null,Raised,+dn,null
LEAN+sr,null,null,//,Raised,+dn,null
null,null,null,//,Raised,+dn,TILT+backward
LEAN+sl,null,null,SQ+,Raised,+dn,null
LEAN+forward,null,null,// > SQ,Raised,+dn,TURN+sl
LEAN+forward,null,null,SQ,Raised,+dn,TURN+sl
LEAN+forward,null,null,SQ,Raised,+dn,TILT+forward
null,null,null,SQ,Raised,+dn,null
null,null,null,SQ,Raised,+dn,Headnod
null,null,null,SQ > CLOSED,Raised,+dn,Headnod
null,null,null,//,Raised,+dn,null
LEAN+forward,null,null,null,Raised,+dn,TILT+forward
null,null,null,SQ+,Raised,+dn,TURN+sl
null,null,null,SQ > // > SQ,Raised,+dn,null
TWIST+sl > SHOULDERS+hunched,CA:FROG ,null,WD,Raised,+dn,TURN+sl
LEAN+backward,null,null,null,Raised,+dn,Headshake
LEAN+sr > LEAN+forward,null,null,WD,Raised,+dn,TURN+sr > TILT+forward
LEAN+forward,null,null,WD > //,Raised,+dn,TILT+forward
LEAN+forward,null,null,// > WD,Raised,+dn,TILT+forward
LEAN+forward > LEAN+sl,null,null,WD,Raised,+dn,TILT+forward > TILT+sl
LEAN+sl,null,null,WD,Raised,+dn,TILT+sl
LEAN+sr,null,null,SQ,Raised,+dn,TILT+sl
LEAN+sr,null,null,SQ,Raised,+dn,TILT+sl
LEAN+forward,null,null,null,Raised,+dh > +sr & +up,TILT+backward
LEAN+sr,null,null,// > WD+,Raised,+dh > +sr & +dn,TURN+sr
TWIST+sl,null,2 x Puffed,SQ > // > //,Raised,+dh > +hands,TURN+sl > TURN+sr
LEAN+forward,null,null,//,Raised,+dh > +dn,TILT+forward
LEAN+forward,null,null,WD,Raised,+dh > +camera > +dn,TILT+forward > PUSH+forward
LEAN+backward > LEAN+forward > TWIST+sr,CA:BOY ,null,SQ+,Raised,+dh > +camera > +dh > +camera > +dh,TURN+sr > TILT+forward
LEAN+forward > LEAN+backward,CA:BOY,2 x Puffed,WD,Raised,+dh > +camera,PUSH+forward > PUSH+backward
null,null,null,WD,Raised,+dh > +camera,TILT+sr
LEAN+forward,CA:BOY,null,WD,Raised,+dh > +camera,PUSH+forward
null,null,null,WD,Raised,+dh,PUSH+backward
null,null,null,WD,Raised,+dh,PUSH+backward
SHOULDERS+hunched,null,null,null,Raised,+dh,TURN+sl
SHOULDERS+hunched,null,null,null,Raised,+dh,null
LEAN+forward,null,null,WD,Raised,+camera > +up > +dn,PUSH+forward
LEAN+sl,CA:HELEN,null,SQ+,Raised,+camera > +up,PUSH+forward
LEAN+forward,null,null,WD > //,Raised,+camera > +up,TILT+backward > TILT+forward
LEAN+sr,CA:WOMAN ,null,SQ+ > //,Raised,+camera > +sr > +sl > +sr,TURN+sl > TURN+sr > TURN+sl > TILT+sr
SHOULDERS+hunched,CA:FROG   ,null,WD,Raised,+camera > +sr > +camera > +sr,TILT+forward > PUSH+forward
LEAN+forward,null,null,null,Raised,+camera > +sr & +up,TURN+sl
null,CA:WOMAN,null,//,Raised,+camera > +sr & +dn > +camera,PUSH+forward > PUSH+backward
LEAN+sl,null,null,WD > SQ,Raised,+camera > +sr & +dn,TURN+sr
null,null,null,null,Raised,+camera > +sr,TILT+forward & TILT+sr
null,CA:WOMAN,null,WD > SQ > WD,Raised,+camera > +sr,TURN+sr
null,null,null,//,Raised,+camera > +sr,PUSH+forward
LEAN+sr,CA:MOTHER,null,WD+,Raised,+camera > +sl > +camera,TURN+sl
LEAN+backward,CA:DEER,null,SQ+ > SQ,Raised,+camera > +sl & +up > +camera,TURN+sl
LEAN+sl > LEAN+sr,CA:DOG,null,WD+,Raised,+camera > +sl & +up > +camera,TURN+sl > TILT+backward
LEAN+backward > LEAN+sr,null,null,SQ,Raised,+camera > +sl & +up,TURN+sl
LEAN+forward > LEAN+sl,CA:BOY ,null,null,Raised,+camera > +sl & +dn,PUSH+forward > TURN+sl
LEAN+forward,CA:BOY  ,null,WD,Raised,+camera > +sl & +dn,TILT+backward > PUSH+forward
null,null,null,null,Raised,+camera > +sl & +dn,TILT+forward
TWIST+sr,CA:HELEN,null,// > //,Raised,+camera > +sl & +dn,TILT+sl
null,null,null,SQ+,Raised,+camera > +sl & +dn,TILT+backward > TURN+sl
LEAN+backward,null,null,WD+,Raised,+camera > +sl,TILT+backward
null,null,null,//,Raised,+camera > +nd > +camera,Headnod
LEAN+sr,null,null,WD+ > WD,Raised,+camera > +nd,TURN+sr > TURN+sl
null,null,null,WD,Raised,+camera > +hands,TURN+sl
LEAN+sr,null,null,CLOSED > WD,Raised,+camera > +hands,TILT+sl
LEAN+forward,CA:MOTHER,null,WD+,Raised,+camera > +dn > +sl,TILT+forward
LEAN+forward,null,null,WD,Raised,+camera > +dn > +camera,PUSH+forward
TWIST+sr,null,null,SQ > // > SQ > //,Raised,+camera > +dn > +camera,null
LEAN+sl,CA:DOG,null,WD > // > SQ,Raised,+camera > +dn,TURN+sl
LEAN+forward,null,null,WD,Raised,+camera > +dn,PUSH+forward > Headnod
LEAN+sr,null,null,WD,Raised,+camera > +dn,TILT+forward
LEAN+sl,null,null,null,Raised,+camera > +dn,PUSH+forward
null,null,null,CLOSED,Raised,+camera > +dn,Headnod
LEAN+backward > LEAN+sr,CA:DEER,null,SQ,Raised,+camera > +dn,TURN+sl > TILT+forward
null,null,null,SQ,Raised,+camera > +dn,null
LEAN+backward,null,null,null,Raised,+camera,TILT+backward
LEAN+backward,null,null,null,Raised,+camera,TILT+backward
LEAN+sl,null,null,null,Raised,+camera,null
LEAN+forward,null,null,null,Raised,+camera,TURN+sr
LEAN+sl,null,null,WD,Raised,+camera,TILT+forward
SHOULDERS+hunched,CA:FROG   ,null,WD,Raised,+camera,TURN+sl
TWIST+sl,null,null,CLOSED,Raised,+camera,TURN+sl
null,null,null,null,Raised,+camera,TILT+forward
TWIST+sr,null,null,null,Raised,+camera,null
TWIST+sr,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,TURN+sl
null,null,null,WD > //,Raised,+camera,TURN+sr
LEAN+sr,null,null,null,Raised,+camera,TURN+sr
LEAN+sl,null,null,null,Raised,+camera,TILT+backward
LEAN+sl,CA:DOG ,null,SQ,Raised,+camera,TILT+backward & TILT+sl
LEAN+sr,null,null,null,Raised,+camera,TILT+forward
LEAN+sr,null,null,null,Raised,+camera,TILT+forward
null,CA:BOY ,null,null,Raised,+camera,TURN+sr
LEAN+forward,null,null,WD,Raised,+camera,PUSH+forward
null,null,null,//,Raised,+camera,TURN+sl
TWIST+sr,null,null,WD,Raised,+camera,TURN+sr
LEAN+forward,null,null,WD,Raised,+camera,TILT+forward
LEAN+forward,null,null,null,Raised,+camera,TILT+backward > PUSH+forward
null,null,null,WD,Raised,+camera,TILT+backward
null,null,null,WD,Raised,+camera,TILT+forward
null,null,null,WD,Raised,+camera,TILT+forward
LEAN+forward,CA:DEER,null,SQ,Raised,+camera,TILT+forward
null,null,null,SQ,Raised,+camera,TILT+forward
null,null,null,null,Raised,+camera,TILT+forward
LEAN+forward,null,null,null,Raised,+camera,TILT+forward
LEAN+forward,CA:BOY,2 x Puffed,WD,Raised,+camera,PUSH+backward
null,null,2 x Puffed,WD,Raised,+camera,PUSH+backward
LEAN+sl,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,Headnod
null,null,null,WD,Raised,+camera,TILT+backward
LEAN+forward,null,null,null,Raised,+camera,null
null,null,null,null,Raised,+camera,TILT+sr
null,null,null,null,Raised,+camera,TILT+sr
null,null,null,null,Raised,+camera,TILT+sr
null,CA:MOTHER,null,WD,Raised,+camera,TURN+sl
LEAN+sl,CA:HELEN,null,SQ+,Raised,+camera,TURN+sl
null,null,null,CLOSED,Raised,+camera,null
null,null,null,SQ,Raised,+camera,TILT+backward
null,null,null,//,Raised,+camera,Headnod
null,null,null,//,Raised,+camera,null
LEAN+sl,null,null,WD,Raised,+camera,TILT+backward
null,null,null,//,Raised,+camera,Headnod
null,null,null,SQ+,Raised,+camera,TILT+sl
null,null,null,null,Raised,+camera,null
null,null,null,SQ,Raised,+camera,null
null,null,null,SQ,Raised,+camera,TILT+forward
null,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,null
LEAN+forward,null,null,SQ,Raised,+camera,TILT+forward
null,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,Headnod
null,null,null,SQ+,Raised,+camera,TILT+sr
SHOULDERS+hunched,null,null,SQ+ > //,Raised,+camera,TILT+sr
LEAN+forward,null,null,WD,Raised,+camera,Headshake
LEAN+backward,null,null,//,Raised,+camera,null
null,null,null,null,Raised,+camera,null
null,null,null,SQ,Raised,+camera,null
null,null,null,WD > //,Raised,+camera,null
null,null,null,// > SQ,Raised,+camera,TILT+backward
null,CA:WOMAN,null,SQ,Raised,+camera,Headnod
null,CA:WOMAN,null,// > WD,Raised,+camera,TILT+forward > TILT+backward
LEAN+sr,null,null,null,Raised,+camera,TILT+backward
LEAN+sr,null,null,//,Raised,+camera,TILT+backward
null,null,null,//,Raised,+camera,null
null,null,null,//,Raised,+camera,TILT+backward > TILT+forward
LEAN+forward,null,null,WD > //,Raised,+camera,TURN+sr > TILT+backward
LEAN+forward,null,null,WD,Raised,+camera,TILT+backward
null,null,null,WD,Raised,+camera,null
LEAN+sr,null,null,CLOSED,Raised,+camera,null
LEAN+sr,null,null,CLOSED > WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,null
null,null,null,WD,Raised,+camera,Headshake
null,null,null,SQ > //,Raised,+camera,Headshake
null,null,null,// > SQ,Raised,+camera,null
null,null,null,SQ > //,Raised,+camera,null
null,null,null,//,Raised,+camera,PUSH+backward
null,null,null,SQ,Raised,+camera,PUSH+backward
LEAN+forward,null,null,SQ > //,Raised,+camera,null
null,null,null,SQ,Raised,+camera,null
LEAN+forward,null,null,SQ > //,Raised,+camera,TILT+forward
null,null,null,SQ+,Raised,+camera,TILT+forward
SHOULDERS+hunched,null,null,SQ,Raised,+camera,TILT+backward > TILT+forward
SHOULDERS+hunched,CA:WOMAN,null,SQ+ > //,Raised,+camera,TURN+sr
LEAN+sr > LEAN+sl > LEAN+sr,null,null,WD > SQ,Raised,+camera,null
null,null,null,//,Raised,+camera,null
null,null,null,SQ,Raised,+camera,null
null,null,null,SQ,Raised,+camera,null
LEAN+backward,null,null,SQ+,Raised,+camera,null
LEAN+backward,null,null,SQ+,Raised,+camera,null
LEAN+sl,null,null,null,Raised,+camera,TILT+backward
LEAN+sl,null,null,null,Raised,+camera,TILT+backward > TILT+sr
null,null,null,null,Raised,+camera,TILT+backward
LEAN+sl,null,null,// > SQ,Raised,+camera,TILT+sl
LEAN+sl,null,null,SQ,Raised,+camera,TILT+sl
null,null,null,WD,Raised,+camera,TILT+forward
LEAN+backward,null,null,SQ,Raised,+camera,null
LEAN+backward,null,null,SQ,Raised,+camera,null
LEAN+sr,null,null,SQ,Raised,+camera,TURN+sl
LEAN+sr,null,null,SQ+,Raised,+camera,TURN+sl
LEAN+forward,null,null,WD+,Raised,+camera,TILT+backward
LEAN+sl,null,null,SQ > WD+,Raised,+camera,null
LEAN+forward,null,null,WD+,Raised,+camera,PUSH+forward
LEAN+sl,CA:BOY,null,WD,Raised,+camera,TURN+sl
LEAN+sl,null,null,WD,Raised,+camera,null
LEAN+sl,null,null,WD,Raised,+camera,Headshake
LEAN+sl > LEAN+sr,null,null,WD > // > WD,Raised,+camera,TILT+backward & TILT+sl
LEAN+sr,null,null,//,Raised,+camera,TILT+forward
LEAN+sr,null,null,// > WD+,Raised,+camera,TILT+forward
LEAN+sr,null,null,WD+,Raised,+camera,TURN+sr > TILT+backward
LEAN+sr,null,null,WD+,Raised,+camera,TILT+backward
LEAN+sr,null,null,WD+,Raised,+camera,TILT+backward
null,CA:BOY,null,CLOSED,null,null,TILT+backward
LEAN+sl,null,null,CLOSED > //,null,null,null
null,null,null,null,null,null,null
null,null,null,null,null,null,TILT+forward
null,null,null,null,null,null,TILT+forward
null,null,null,null,null,null,TILT+forward
null,null,null,null,null,null,TILT+forward
LEAN+backward,null,null,//,null,null,null
SHOULDERS+hunched,null,null,//,null,null,TILT+forward
null,null,null,//,null,null,TURN+sl
null,null,null,//,null,null,Headnod
LEAN+forward,null,null,// > //,null,null,Headnod
null,CA:DOG,null,null,null,null,TILT+forward
null,CA:BOY,null,null,null,null,null
null,null,null,null,null,null,PUSH+forward
LEAN+forward,CA:DOG,null,//,null,null,TURN+sr
LEAN+sl,CA:DOG,null,null,null,null,null
null,null,null,CLOSED,null,null,TILT+forward
LEAN+forward,null,null,//,null,null,Headnod
LEAN+forward,null,null,null,null,null,Headnod
LEAN+forward,null,null,CLOSED,null,null,PUSH+backward
null,null,null,CLOSED,null,null,TURN+sl
null,null,null,CLOSED,null,null,TURN+sl
LEAN+sl,null,null,//,null,null,null
null,null,null,null,null,null,TILT+backward
LEAN+backward,null,null,//,null,null,TILT+backward
null,null,null,CLOSED,null,null,null
null,null,null,CLOSED,null,null,Headnod
LEAN+backward,CA:BOY,null,CLOSED,null,null,TILT+backward > Headnod
null,CA:BOY,null,null,null,null,null
LEAN+forward,CA:BOY,null,CLOSED,null,null,TILT+forward
LEAN+forward,CA:BOY,null,WD,null,null,TILT+forward
LEAN+forward,null,null,CLOSED,null,null,null
null,null,null,CLOSED,null,null,Headshake
LEAN+sr,null,null,CLOSED,null,null,TURN+sr
null,null,null,CLOSED,null,null,TURN+sr
LEAN+sl > LEAN+forward,null,null,null,null,null,TURN+sl > TILT+forward
LEAN+forward,null,null,null,null,null,TILT+forward
LEAN+sr,null,null,null,null,null,TILT+forward & TURN+sr > Headnod
TWIST+sl,null,null,CLOSED,null,null,TILT+backward > TURN+sl
TWIST+sl > LEAN+forward,null,null,CLOSED,null,null,TURN+sl > TILT+sl
TWIST+sr,CA:BOY  ,null,CLOSED,null,null,TILT+backward > TILT+forward
LEAN+forward,CA:BOY  ,null,CLOSED,null,null,TILT+forward
LEAN+forward,CA:BOY  ,null,CLOSED,null,null,TURN+sr
null,null,null,//,null,null,TILT+backward
null,null,null,//,null,null,null
null,null,null,//,null,null,Headnod
null,null,null,CLOSED,null,null,TURN+sl
null,null,null,CLOSED,null,null,null
null,null,null,CLOSED,null,null,null
LEAN+backward,null,null,//,null,null,null
null,null,null,CLOSED,null,null,Headnod
null,null,null,CLOSED,null,null,null
null,null,null,//,null,null,null
null,null,null,CLOSED,null,null,TILT+sr
TWIST+sr,null,null,CLOSED,null,null,Headshake
LEAN+backward,CA:BOY,null,CLOSED,null,null,TILT+sr > TILT+backward
LEAN+sl,CA:BOY,2 x Puffed,CLOSED,null,null,TILT+sl
LEAN+forward,null,null,//,null,+up > +sr & +dn,TILT+backward > TURN+sr
null,null,null,CLOSED,null,+up > +sr,Headnod
LEAN+sr,null,null,//,null,+up > +hands,PUSH+backward
null,null,null,null,null,+up > +camera,TILT+forward
TWIST+sr,null,null,//,null,+up,TILT+backward
null,null,null,WD,null,+up,null
null,null,null,null,null,+up,null
null,null,null,//,null,+up,null
LEAN+forward,null,null,SQ,null,+up,TILT+forward
LEAN+sl > LEAN+forward,CA:BOY,null,SQ+,null,+up,TILT+backward
LEAN+sr,null,null,SQ > //,null,+sr > +sr & +dn,TILT+forward
TWIST+sr,null,null,// > SQ,null,+sr > +sr & +dn,TURN+sr
TWIST+sl,CA:DAD ,null,null,null,+sr > +sl & +dn,TURN+sr > TILT+forward
null,null,null,null,null,+sr > +sl,TURN+sr > TURN+sl
LEAN+backward,null,null,null,null,+sr > +sl,TURN+sr
null,null,null,null,null,+sr > +sl,Headnod
LEAN+sl > LEAN+sr > LEAN+sl,CA:BOY,null,SQ,null,+sr > +sl,TURN+sl > TILT+backward > TURN+sr > TURN+sl
LEAN+sr > TWIST+sl,null,null,//,null,+sr > +sl,TURN+sr > TURN+sl
null,CA:BOY,null,null,null,+sr > +interlocutor1 > +sr > +interlocutor1,null
null,CA:FROG,null,//,null,+sr > +interlocutor1,TURN+sr
null,CA:FROG,null,//,null,+sr > +interlocutor1,TURN+sr > TURN+sl
null,CA:BOY,null,//,null,+sr > +interlocutor1,TURN+sr
null,null,null,null,null,+sr > +interlocutor1,PUSH+forward
LEAN+forward,CA:BOY,null,null,null,+sr > +interlocutor1,TILT+backward
null,null,null,null,null,+sr > +interlocutor1,TILT+forward
LEAN+sl,null,null,WD,null,+sr > +interlocutor1,TURN+sr
null,null,null,null,null,+sr > +hands,TURN+sr
null,null,null,CLOSED,null,+sr > +dn > +sr > +dn,null
null,CA:MAN & CA:POLICE,null,//,null,+sr > +dn > +sl,TURN+sr > Headnod > TILT+forward > TURN+sr
LEAN+backward,null,null,null,null,+sr > +dn,TURN+sr > TILT+sr
LEAN+sl,CA:DOG        ,null,WD,null,+sr > +dn,TURN+sr
TWIST+sr,null,null,SQ,null,+sr > +dn,TURN+sr
null,CA:MAN,null,//,null,+sr > +camera,Headshake
null,CA:MAN,null,null,null,+sr > +camera,null
LEAN+sl,CA:WOMAN,null,// > SQ,null,+sr > +camera,TURN+sr
null,null,null,//,null,+sr > +camera,Headshake
LEAN+forward,CA:WOMAN,null,//,null,+sr > +camera,TURN+sr
null,null,null,// > //,null,+sr > +camera,Headnod
null,null,null,//,null,+sr > +camera,PUSH+forward
